path,name,internal_id,relative_path,type,size
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/O_Binomio__um_alternativo_anterior_ao_golpe",license.txt,139558283007989989698880379234569110919,13/95/58,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/Jornal_De_Fato__mais_liberdade_para_o_exercicio_do_jornalismo",Audiencia_Publica_Censura_1_-_ULTIMA_VERSAO.pdf,141870218513401139278674883915684463304,14/18/70,application/pdf,1656647
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/Jornal_De_Fato__mais_liberdade_para_o_exercicio_do_jornalismo",Audiencia_Publica_Censura_2_-_ULTIMA_VERSAO.pdf,108920498217194850462555689965455636541,10/89/20,application/pdf,1322140
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/Jornal_De_Fato__mais_liberdade_para_o_exercicio_do_jornalismo",Audiencia_Publica_Censura_3_-_ULTIMA_VERSAO.pdf,128599107846577676136806775819130371995,12/85/99,application/pdf,1212050
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/Jornal_De_Fato__mais_liberdade_para_o_exercicio_do_jornalismo",Audiencia_Publica_Censura_4_-_ULTIMA_VERSAO.pdf,7548917812687421480477038445657249329,75/48/91,application/pdf,896570
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/Jornal_De_Fato__mais_liberdade_para_o_exercicio_do_jornalismo",Audiencia_Publica_Censura_5_-_ULTIMA_VERSAO.pdf,27879554763621673685895826975334320409,27/87/95,application/pdf,1699285
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/Jornal_De_Fato__mais_liberdade_para_o_exercicio_do_jornalismo",license.txt,51456313936593943328371445554312072594,51/45/63,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/Jornal_dos_Bairros__o_jornalismo_e_o_cotidiano_da_classe_trabalhadora",NILMARIO_MIRANDA_-_NELSON_DE_ALMEIDA.pdf,81873421919396311240670460752065374123,81/87/34,application/pdf,584503
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/Jornal_dos_Bairros__o_jornalismo_e_o_cotidiano_da_classe_trabalhadora",license.txt,6742349433955847689573302474729296541,67/42/34,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/CIRCUS,_SILENCIO,_O_VAPOR_E_CEMFLORES__CONTRACULTURA_E_RESISTENCIA.",Fac_Simile_Revistas_Circus.PDF,124808302435371153756626767041197851446,12/48/08,application/pdf,41988928
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Os_alternativos_e_a_resistencia_ao_autoritarismo/CIRCUS,_SILENCIO,_O_VAPOR_E_CEMFLORES__CONTRACULTURA_E_RESISTENCIA.",license.txt,40715769351210512527614869437933744797,40/71/57,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Relatorio/Capitulo_10_-_Censura_aos_meios_de_comunicacao_de_massa_de_belo_horizonte,_aos_espetaculos_artisticos_e_culturais_e_aos_interpretes.","Capitulo_10_-_Censura_aos_meios_de_comunicacao_de_massa_de_belo_horizonte,_aos_espetaculos_artisticos_e_culturais_e_aos_interpretes.pdf",141383961414357523178253784822496995792,14/13/83,application/pdf,1690745
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Relatorio/Capitulo_10_-_Censura_aos_meios_de_comunicacao_de_massa_de_belo_horizonte,_aos_espetaculos_artisticos_e_culturais_e_aos_interpretes.",license.txt,30259628434243922881368804268538032915,30/25/96,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Relatorio/Depoimento_de_Didimo_Paiva_e_Washington_Thadeu_de_Mello",24042017DidimoPaivaWhashington_Mello.pdf,126510167912308391812934380040202104643,12/65/10,application/pdf,344255
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Relatorio/Depoimento_de_Didimo_Paiva_e_Washington_Thadeu_de_Mello",license.txt,63179762409542392503409463928378209120,63/17/97,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Relatorio/DEPOIMENTO_JOSE_MARIA_RABELO",17052017JoseMariaRabelo.pdf,158937770289009048288646662493337140860,15/89/37,application/pdf,387209
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Relatorio/DEPOIMENTO_JOSE_MARIA_RABELO",license.txt,24790880875356267762330920794603910516,24/79/08,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Sirlan_Antonio_de_Jesus/Requerimento_de_Anistia_de_Sirlan_Antonio_de_Jesus",Requerimento_Comissao_de_Anistia_Sirlan.pdf,159893989444940799409940110267336510970,15/98/93,application/pdf,362080
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/10._CENSURA_AOS_MEIOS_DE_COMUNICACAO_DE_MASSA_DE_BELO_HORIZONTE,_AOS_ESPETACULOS_ARTISTICOS_E_CULTURAIS_E_AOS_INTERPRETES/Sirlan_Antonio_de_Jesus/Requerimento_de_Anistia_de_Sirlan_Antonio_de_Jesus",license.txt,11047661193899656225242164529608303100,11/04/76,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Zacarias_Roque_-_Publicacao_de_afastamento",Fonte17.pdf,84972864073677585231219133440569077604,84/97/28,application/pdf,101141
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Zacarias_Roque_-_Publicacao_de_afastamento",license.txt,105995964055191624579978316241756742927,10/59/95,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Wilson_Modesto_Ribeiro_-_Publicacao_de_afastamento",Fonte16.pdf,106661481031480223022811836865528037480,10/66/61,application/pdf,103563
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Wilson_Modesto_Ribeiro_-_Publicacao_de_afastamento",license.txt,74020454838024799527215587884326554192,74/02/04,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Tasso_Mauricio_de_Carvalho_-_Publicacao_de_afastamento",Fonte15.pdf,147801396821200614623273222736593620474,14/78/01,application/pdf,102584
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Tasso_Mauricio_de_Carvalho_-_Publicacao_de_afastamento",license.txt,21680017951365547147061500161077894769,21/68/00,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Silvio_Menicucci_-_Publicacao_de_afastamento",Fonte14.pdf,27648983792671490149056385514350442720,27/64/89,application/pdf,99628
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Silvio_Menicucci_-_Publicacao_de_afastamento",license.txt,159437514551103513857587102217332475915,15/94/37,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Secundo_Avelino_Peito_-_Publicacao_de_afastamento",Fonte13.pdf,126606408836485529932456388590422695525,12/66/06,application/pdf,96309
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Secundo_Avelino_Peito_-_Publicacao_de_afastamento",license.txt,34293524099483521772978452889517683930,34/29/35,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Raul_Decio_de_Belem_Miguel_-_Publicacao_de_afastamento",Fonte1.pdf,113648466762723122974835235053777026110,11/36/48,application/pdf,103559
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Raul_Decio_de_Belem_Miguel_-_Publicacao_de_afastamento",license.txt,132820170615052233503863982350162302580,13/28/20,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Pedro_de_Castro_-_Publicacao_de_afastamento",Fonte.pdf,2435074853805018552205452754744892058,24/35/07,application/pdf,98055
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Pedro_de_Castro_-_Publicacao_de_afastamento",license.txt,41606859315583134471329837705168684951,41/60/68,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Paulo_Geraldo_Ferreira_-_Publicacao_de_afastamento",Fonte20.pdf,65249466795999435610090819520107052043,65/24/94,application/pdf,100897
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Paulo_Geraldo_Ferreira_-_Publicacao_de_afastamento",license.txt,105144750777162968339363469866429595423,10/51/44,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Paulo_Benicio_de_Souza_-_Publicacao_de_afastamento",Fonte19.pdf,82868560809643605687358372830379735677,82/86/85,application/pdf,102418
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Paulo_Benicio_de_Souza_-_Publicacao_de_afastamento",license.txt,67253001977782094916603990383017485699,67/25/30,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Ney_Jacinto_Pereira_-_Publicacao_de_afastamento",Fonte18.pdf,71203794991610516982054453251962335470,71/20/37,application/pdf,101135
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Ney_Jacinto_Pereira_-_Publicacao_de_afastamento",license.txt,42111684657838183021585581975918516986,42/11/16,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Nelson_Faria_da_Silva_-_Publicacao_de_afastamento",Fonte17.pdf,122175806529020760291974578892120297119,12/21/75,application/pdf,100863
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Nelson_Faria_da_Silva_-_Publicacao_de_afastamento",license.txt,88641711715043828649898357953606746273,88/64/17,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Mario_Ribeiro_da_Silveira_-_Publicacao_de_afastamento",10._DOU_-_01.07.1969_-_p._5532.pdf,108355035338038501137822253084164578772,10/83/55,application/pdf,188167
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Mario_Ribeiro_da_Silveira_-_Publicacao_de_afastamento",Fonte16.pdf,108668064144327084701471449809264419732,10/86/68,application/pdf,103581
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Mario_Ribeiro_da_Silveira_-_Publicacao_de_afastamento",license.txt,168371311268987149597067037677343570668,16/83/71,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Maria_Mendes_Barbosa_-_Publicacao_de_afastamento",Fonte15.pdf,124563265351574337154369120574302300757,12/45/63,application/pdf,100897
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Maria_Mendes_Barbosa_-_Publicacao_de_afastamento",license.txt,98972922952385674454756896813038884886,98/97/29,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Manoel_do_Bonfim_Freire_Junior_-_Publicacao_de_afastamento",Fonte14.pdf,49246847213586427507461174757611001773,49/24/68,application/pdf,102171
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Manoel_do_Bonfim_Freire_Junior_-_Publicacao_de_afastamento",license.txt,118030452908081900869179025311009190460,11/80/30,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Livio_Lopes_-_Publicacao_de_afastamento",Fonte13.pdf,155678019513474323277743253493271612746,15/56/78,application/pdf,100897
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Livio_Lopes_-_Publicacao_de_afastamento",license.txt,102185613666031772183410374316229403951,10/21/85,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Jose_Alves_Caxeado_-_Publicacao_de_afastamento",Fonte12.pdf,9585716111159240786168166590368659825,95/85/71,application/pdf,101120
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Jose_Alves_Caxeado_-_Publicacao_de_afastamento",license.txt,56916871241438377266761181573991129662,56/91/68,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Jorge_Carone_Filho_-_Publicacao_de_afastamento",4._DOU_-_10.11.1966_-_p._12990.pdf,56904259693593642205268252993274817711,56/90/42,application/pdf,191158
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Jorge_Carone_Filho_-_Publicacao_de_afastamento",Fonte11.pdf,134311008511641301499210109796807107764,13/43/11,application/pdf,100858
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Jorge_Carone_Filho_-_Publicacao_de_afastamento",license.txt,151484761052974983682085856338216635312,15/14/84,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Joao_Firmino_Luzia_-_Publicacao_de_afastamento",Fonte10.pdf,72371643078411619051555843173460764801,72/37/16,application/pdf,103844
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Joao_Firmino_Luzia_-_Publicacao_de_afastamento",license.txt,145251470307403728355618390487210733003,14/52/51,text/plain; charset=utf-8,1748
"/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/11._CASSACAO_DE_REPRESENTANTES_POLITICOS,_APOSENTADORIAS_E_DEMISSOES_DE_SERVIDORES_PUBLICOS,_NO_AMBITO_DE_MINAS_GERAIS/Aposentadorias,_demissoes_de_funcionarios_publicos_e_sancoes_administrativas/Fabricio_Soares_da_Silva_-_Publicacao_de_afastamento",Fonte9.pdf,564643246525485835854898435050818103,56/46/43,application/pdf,101122
